Landowners|Budget|Expected Damage|Run Time|Allocation|Levels|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
3|100000|29.7147694344|92.8342845|[9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[1207.3654999999999, 484.33, 470.49199999999996]
3|100000|28.3206896325|94.0138309127|[14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[1207.3654999999999, 484.33, 470.49199999999996]
3|120000|83.8985087131|95.9115375068|[1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[1207.3654999999999, 484.33, 470.49199999999996]
3|120000|35.1912664033|93.6314067852|[4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[1207.3654999999999, 484.33, 470.49199999999996]
3|120000|29.7147694344|93.302396119|[9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[1207.3654999999999, 484.33, 470.49199999999996]
3|120000|28.3206896325|96.143002301|[14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[1207.3654999999999, 484.33, 470.49199999999996]
3|140000|83.8985087131|93.4167280905|[1, 1, 1]|2|43058.6738865|96941.3261135|39.8288066012|[0.0, 19.9144033006]|[1207.3654999999999, 484.33, 470.49199999999996]
3|140000|35.1912664033|93.5397287113|[4, 4, 4]|5|75352.6793014|64647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[1207.3654999999999, 484.33, 470.49199999999996]
3|140000|29.7147694344|94.7514548802|[9, 9, 9]|10|81333.0506745|58666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[1207.3654999999999, 484.33, 470.49199999999996]
3|140000|28.3206896325|92.9891368186|[14, 14, 14]|15|83041.7282097|56958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[1207.3654999999999, 484.33, 470.49199999999996]
4|20000|135.851199097|190.022368795|[0, 1, 1, 0]|2|19014.7103883|985.289611715|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|20000|127.962033584|187.69862683|[2, 2, 0, 1]|5|19376.4032489|623.596751068|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|20000|124.735411268|192.748440012|[5, 4, 0, 0]|10|19764.8881733|235.111826669|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|20000|124.698182119|191.365979391|[6, 8, 0, 0]|15|19969.3827007|30.6172992592|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|40000|96.1484691489|191.028952391|[1, 1, 0, 1]|2|33689.1064488|6310.89355119|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|40000|86.6811531158|190.70114714|[3, 2, 1, 3]|5|39631.2034451|368.796554851|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|40000|84.2926119308|189.257499252|[6, 6, 1, 5]|10|39598.6702249|401.32977512|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|40000|83.4478740953|192.790022842|[10, 9, 1, 7]|15|39963.370358|36.6296420118|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|81.2744172559|193.629005839|[1, 1, 1, 1]|2|43058.6738865|16941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|52.2980703229|187.19491308|[4, 3, 3, 3]|5|59954.8975196|45.102480415|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|52.4902098051|195.552922514|[7, 8, 6, 6]|10|59639.1339111|360.866088916|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|60000|51.9598591231|195.939709096|[11, 12, 9, 9]|15|59922.9110761|77.0889238736|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|81.2744172559|226.555137574|[1, 1, 1, 1]|2|43058.6738865|36941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|33.8025247221|225.056569741|[4, 4, 4, 4]|5|75352.6793014|4647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|30.0227995028|221.96866871|[9, 9, 8, 9]|10|79250.9245773|749.075422738|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|80000|29.7446472057|237.785371864|[13, 14, 13, 14]|15|79951.3456725|48.654327517|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|81.2744172559|193.410780464|[1, 1, 1, 1]|2|43058.6738865|56941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|33.8025247221|196.721199759|[4, 4, 4, 4]|5|75352.6793014|24647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|28.5398418709|357.649567841|[9, 9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|27.2027968241|296.880638053|[14, 14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|81.2744172559|211.956565901|[1, 1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|33.8025247221|197.034611494|[4, 4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|28.5398418709|205.653245669|[9, 9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|27.2027968241|213.42337403|[14, 14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|81.2744172559|193.997319272|[1, 1, 1, 1]|2|43058.6738865|96941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|33.8025247221|232.140513543|[4, 4, 4, 4]|5|75352.6793014|64647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|28.5398418709|197.662410397|[9, 9, 9, 9]|10|81333.0506745|58666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|27.2027968241|193.094745021|[14, 14, 14, 14]|15|83041.7282097|56958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
5|20000|129.744702543|421.667713691|[0, 0, 0, 1, 1]|2|16810.1062853|3189.8937147|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.967787227|466.743957814|[3, 0, 0, 0, 3]|5|19634.7552923|365.244707749|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.916889863|422.78987687|[6, 1, 0, 0, 6]|10|19872.0564283|127.943571663|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.322582399|531.28860246|[7, 0, 0, 2, 10]|15|19989.0666659|10.9333340539|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|89.4025126453|440.2670502|[1, 0, 1, 1, 1]|2|36996.0126033|3003.98739671|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|82.885028827|419.993880931|[3, 0, 2, 3, 3]|5|39803.4381407|196.561859305|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|82.8712314319|433.628218574|[5, 0, 4, 6, 7]|10|39736.4579813|263.542018684|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|82.4088527964|610.721977139|[9, 0, 5, 9, 11]|15|39963.370358|36.6296420118|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|78.9926546597|430.660660625|[1, 1, 1, 1, 1]|2|43058.6738865|16941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|52.0063223136|425.995157052|[3, 2, 3, 4, 4]|5|59197.0648592|802.935140818|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|49.9303801849|439.616472714|[7, 6, 6, 7, 8]|10|59853.4704211|146.529578903|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|49.7702007818|449.290813338|[10, 9, 10, 10, 12]|15|59972.1209891|27.8790108604|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|78.9926546597|433.777254413|[1, 1, 1, 1, 1]|2|43058.6738865|36941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|32.4786016921|419.766929506|[4, 4, 4, 4, 4]|5|75352.6793014|4647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|28.389321061|410.326101476|[9, 8, 9, 9, 9]|10|79985.7926116|14.2073884078|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|28.4969690063|438.651663918|[13, 13, 14, 13, 14]|15|79931.6617073|68.3382927222|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|78.9926546597|423.603178175|[1, 1, 1, 1, 1]|2|43058.6738865|56941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|32.4786016921|418.882776325|[4, 4, 4, 4, 4]|5|75352.6793014|24647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|27.4084203611|417.137574322|[9, 9, 9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|26.1235468387|474.346553239|[14, 14, 14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|78.9926546597|391.764159826|[1, 1, 1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|32.4786016921|386.803477799|[4, 4, 4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|27.4084203611|393.276877887|[9, 9, 9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|26.1235468387|392.902124929|[14, 14, 14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|140000|78.9926546597|381.500602708|[1, 1, 1, 1, 1]|2|43058.6738865|96941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|140000|32.4786016921|383.645944373|[4, 4, 4, 4, 4]|5|75352.6793014|64647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|140000|27.4084203611|386.947600745|[9, 9, 9, 9, 9]|10|81333.0506745|58666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|140000|26.1235468387|392.106803354|[14, 14, 14, 14, 14]|15|83041.7282097|56958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
6|20000|125.49277808|744.531106059|[0, 1, 0, 0, 1, 1]|2|18532.4532408|1467.54675924|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|20000|121.887409844|746.909333091|[0, 1, 0, 2, 3, 3]|5|19893.1073356|106.89266443|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|20000|121.011925547|829.591422812|[0, 4, 0, 0, 6, 8]|10|19925.6405558|74.3594441598|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|20000|120.870173382|3332.71556042|[0, 0, 0, 7, 10, 10]|15|19959.5407181|40.4592818618|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|40000|89.1607856329|732.141075005|[1, 1, 1, 1, 1, 0]|2|39613.9799756|386.020024405|39.8288066012|[0.0, 19.9144033006]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
6|40000|82.6881040699|740.980430916|[1, 3, 2, 2, 3, 4]|5|39975.6728362|24.3271637585|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[332.11199999999997, 480.8705, 477.41099999999994, 422.05899999999997, 276.76, 172.975]
