Landowners|Budget|Expected Damage|Run Time|Allocation|Levels|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
4|100000|28.5818329912|116.418201341|[9, 9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|100000|27.2419869524|116.839158669|[14, 14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|81.466475196|116.934517098|[1, 1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|33.8560256485|116.608500634|[4, 4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|28.5818329912|115.791091472|[9, 9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|120000|27.2419869524|115.082830909|[14, 14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|81.466475196|114.132054943|[1, 1, 1, 1]|2|43058.6738865|96941.3261135|39.8288066012|[0.0, 19.9144033006]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|33.8560256485|112.374462826|[4, 4, 4, 4]|5|75352.6793014|64647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|28.5818329912|115.539203896|[9, 9, 9, 9]|10|81333.0506745|58666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
4|140000|27.2419869524|115.836320478|[14, 14, 14, 14]|15|83041.7282097|56958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[615.7909999999999, 484.33, 470.49199999999996, 591.5745]
5|20000|129.795309533|231.364278563|[0, 0, 0, 1, 1]|2|16810.1062853|3189.8937147|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.897073949|232.156608507|[3, 0, 0, 0, 3]|5|19634.7552923|365.244707749|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.875977155|230.466300965|[6, 1, 0, 0, 6]|10|19872.0564283|127.943571663|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|20000|122.288909258|235.543549929|[7, 0, 0, 2, 10]|15|19989.0666659|10.9333340539|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|89.4687949524|230.695357007|[1, 0, 1, 1, 1]|2|36996.0126033|3003.98739671|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
